City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
Faridabad,Sector 15,540,3,2,0,Yes,23,29,15,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,2.43,4.21,1.32,3.47,6.23,1.13,6532345
Noida,Sector 50,2415,2,2,3,No,22,25,5,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,2.19,6.35,1.84,0.99,1.85,14.65,31672689
Faridabad,Sector 21,4463,3,2,2,No,8,16,8,Unfurnished,East,Yes,Yes,No,No,Yes,No,4.29,4.41,3.39,9.91,3.75,18.37,30677052
Delhi,Saket,2609,4,4,0,No,12,20,4,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,4.81,7.58,2.63,2.52,2.94,12.2,33640923
Delhi,Dwarka,3004,1,1,1,No,12,21,22,Semi-Furnished,East,No,Yes,Yes,No,No,No,11.48,5.12,0.47,2.38,12.82,17.22,38064045
Noida,Sector 137,3836,5,5,1,Yes,13,22,23,Unfurnished,South,Yes,Yes,No,No,Yes,No,10.52,0.38,4.94,6.7,9.38,12.14,40406301
Ghaziabad,Indirapuram,3003,3,2,3,No,15,20,2,Unfurnished,North,Yes,Yes,Yes,Yes,Yes,Yes,7.69,4.06,2.99,3.35,0.7,13.79,19242001
Faridabad,NIT,3789,3,3,2,No,0,23,9,Semi-Furnished,North,No,Yes,No,Yes,No,No,7.46,2.8,4.36,1.32,4.11,19.76,28207529
Ghaziabad,Vaishali,1716,2,2,2,Yes,12,26,20,Unfurnished,South,No,Yes,Yes,No,No,Yes,1.09,7.34,3,9.28,11.44,19.62,8874362
Gurugram,Golf Course Road,1940,1,1,1,No,19,29,24,Semi-Furnished,East,No,Yes,No,No,Yes,Yes,5.56,3.92,3.14,4.7,13.37,6.09,22615618
Noida,Sector 50,1300,5,4,1,No,13,14,19,Semi-Furnished,East,Yes,Yes,Yes,No,No,Yes,6.16,2.62,2.91,9.63,7.82,2.9,19529900
Faridabad,NIT,579,2,2,2,Yes,16,24,5,Semi-Furnished,East,Yes,Yes,No,No,Yes,Yes,7.31,0.66,2.35,2.76,7.02,4.86,4380011
Delhi,Janakpuri,3197,3,2,0,Yes,4,7,4,Fully Furnished,East,Yes,Yes,Yes,Yes,No,Yes,5.08,6.58,1.14,8.86,10.99,2.19,50129027
Gurugram,Sohna Road,3472,1,2,3,Yes,12,14,11,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,Yes,11.87,1.45,3.13,2.26,4.64,9.83,37306797
Greater Noida,Alpha 1,2806,2,2,1,Yes,2,11,7,Semi-Furnished,South,Yes,Yes,No,No,No,Yes,11.57,3.82,3,9.3,4.48,11.24,20402777
Greater Noida,Beta 2,1040,1,1,2,Yes,4,19,3,Unfurnished,North,No,Yes,No,Yes,No,No,7.67,1.34,2.23,5.49,11.99,5.13,9882550
Noida,Sector 78,3916,5,4,1,Yes,9,15,24,Unfurnished,East,Yes,Yes,Yes,No,No,Yes,9.68,4.34,4.48,5.6,0.68,18.4,30997902
Delhi,Pitampura,4008,3,2,2,No,8,15,7,Semi-Furnished,West,No,Yes,No,No,No,No,9.22,2.6,4.69,6.74,9.74,6.23,42609670
Greater Noida,Beta 2,1934,1,1,2,No,18,27,12,Fully Furnished,North,Yes,Yes,No,Yes,No,Yes,10.83,2.92,2.74,7.66,12.57,2.49,15726177
Ghaziabad,Crossings Republik,4496,4,4,2,Yes,14,15,7,Unfurnished,West,Yes,Yes,Yes,Yes,No,Yes,1.87,3.17,1.89,7.42,6.38,16.56,34657571
Greater Noida,Gamma 1,2577,4,3,1,No,2,20,14,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,9.86,0.45,5.96,4.75,12.65,13.42,17625512
Faridabad,Sector 21,1153,3,3,3,Yes,16,25,23,Unfurnished,North,Yes,Yes,No,No,No,No,4.97,1.1,0.88,3.08,8.22,16.73,8912406
Greater Noida,Beta 2,1015,4,3,1,No,8,16,4,Semi-Furnished,North,Yes,Yes,No,No,No,No,2.46,6.65,5.67,7.84,1.26,7.63,10980080
Faridabad,NIT,3973,2,2,0,Yes,3,29,18,Unfurnished,West,Yes,Yes,No,No,No,No,0.9,1.86,1.22,1.1,10.47,14.65,21536935
Faridabad,NIT,3405,4,3,3,Yes,22,28,3,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,0.5,6.92,5.24,7.69,9.72,10.39,29707332
Greater Noida,Beta 2,3690,4,4,2,No,9,11,5,Semi-Furnished,North,No,Yes,Yes,Yes,No,No,11.47,2.38,4.15,9.55,8.38,4.94,22847618
Delhi,Rohini,734,2,2,3,No,10,25,9,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,No,11.87,0.23,4.44,4.59,11.45,10.04,14632971
Delhi,Saket,3483,2,2,3,Yes,17,24,23,Unfurnished,West,Yes,Yes,Yes,No,Yes,No,4.75,2.37,2.02,6.54,4.64,9.14,58268968
Greater Noida,Knowledge Park,2586,5,4,2,No,3,8,1,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,Yes,9.65,3.27,0.41,7.25,6.68,5.44,21455372
Delhi,Dwarka,2199,2,2,0,No,16,26,23,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,No,5.48,3.83,4.29,3.98,5.69,13.97,26395337
Noida,Sector 78,2404,3,3,1,No,9,24,2,Semi-Furnished,West,Yes,Yes,No,No,Yes,Yes,8.98,2.31,1.18,6.28,5.83,12.2,34657747
Greater Noida,Knowledge Park,1459,5,5,0,No,2,7,24,Unfurnished,West,Yes,Yes,Yes,No,No,No,4.39,2.25,4.6,7.85,12.37,10.93,11853897
Ghaziabad,Crossings Republik,1260,3,3,1,Yes,23,29,22,Fully Furnished,South,No,Yes,No,Yes,No,Yes,11.6,6.23,2.03,3.08,14.25,8.29,11588851
Ghaziabad,Vaishali,4280,4,4,1,No,25,26,5,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,2.98,4.02,1.21,4.62,4.3,3.32,24472011
Delhi,Janakpuri,3585,5,5,2,Yes,0,30,15,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,2.25,2.04,3.43,5.57,8.04,12.55,36881103
Delhi,Pitampura,2548,4,3,1,Yes,5,27,23,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,1.94,4.88,5.83,3.82,14.93,15.15,38460249
Gurugram,Sector 57,2778,1,1,0,Yes,4,19,10,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,10.69,2.5,2.32,4.19,9.66,11.43,35011609
Gurugram,DLF Phase 1,2773,3,2,3,Yes,16,20,24,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,No,10.25,0.98,2.3,0.94,11.76,8.54,28616620
Noida,Sector 78,1656,5,4,3,Yes,15,20,17,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,11.52,0.5,0.29,7.25,8.01,12.81,18033634
Delhi,Janakpuri,3150,2,2,2,Yes,22,28,0,Fully Furnished,South,No,Yes,No,Yes,Yes,Yes,7.64,2.7,2.73,5.32,13.3,3.99,53322982
Faridabad,Sector 37,2270,2,2,2,Yes,22,30,22,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,6.98,1.67,5.65,7.45,7.13,4.02,20182115
Ghaziabad,Vaishali,2553,4,3,2,No,20,30,7,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,3.83,4.65,3.27,6.87,3.79,8.66,21005371
Delhi,Dwarka,1164,2,1,2,No,21,26,7,Unfurnished,South,No,Yes,No,No,No,No,10.69,2.79,1.06,1.59,0.32,3.03,16683673
Faridabad,Sector 37,1549,4,4,2,No,12,19,6,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,1.37,2.87,5.52,1.12,9.79,6.33,10164755
Noida,Sector 150,3745,2,1,2,Yes,12,21,11,Fully Furnished,West,Yes,Yes,No,No,No,Yes,2.53,1.71,2.2,9.43,11.19,5.58,33665145
Ghaziabad,Raj Nagar,1639,5,4,3,Yes,10,27,17,Unfurnished,North,Yes,Yes,Yes,Yes,No,Yes,1.85,5.76,4.73,5.76,2.89,9.41,13274371
Greater Noida,Alpha 1,958,1,2,2,No,12,14,12,Unfurnished,South,No,Yes,No,Yes,No,No,2.65,7.8,5.52,4.91,10.41,2.39,8469988
Noida,Sector 78,3465,5,5,2,Yes,1,24,16,Fully Furnished,South,No,Yes,Yes,No,Yes,Yes,3.44,2.19,1.14,9.97,1.02,10.19,49554138
Gurugram,Sector 57,1554,3,2,3,Yes,20,27,10,Unfurnished,East,No,Yes,Yes,No,No,Yes,5.17,5.55,3.05,8.34,9.01,11.38,16175354
Ghaziabad,Indirapuram,1071,1,2,0,No,22,24,7,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,4.74,1.54,3.59,2.65,5.41,10.56,10271214
Ghaziabad,Kaushambi,2683,3,2,1,Yes,21,22,21,Semi-Furnished,East,No,Yes,No,No,No,Yes,1.76,6.19,3.91,5.04,12.07,3.22,21009475
Ghaziabad,Kaushambi,2734,1,2,3,No,13,30,24,Unfurnished,East,Yes,Yes,Yes,Yes,Yes,No,11.89,1.32,3.84,4.9,10.18,2.92,19918490
Delhi,Janakpuri,540,5,5,1,Yes,15,30,13,Fully Furnished,East,No,Yes,Yes,Yes,No,No,2.55,4.96,1.84,2.74,9.08,18.19,9520918
Ghaziabad,Crossings Republik,507,5,5,3,No,20,29,8,Unfurnished,North,Yes,Yes,No,No,No,Yes,11.37,4.01,3.32,0.77,14.19,18.35,7139704
Greater Noida,Gamma 1,1484,3,2,1,Yes,9,11,1,Semi-Furnished,East,No,Yes,No,No,Yes,Yes,7.3,7.02,0.77,6.77,14.66,7.26,14963959
Delhi,Dwarka,3257,3,2,0,No,25,29,12,Unfurnished,West,Yes,Yes,Yes,No,No,Yes,10.44,3.1,3.75,0.69,0.63,18.82,49620834
Ghaziabad,Kaushambi,4230,1,1,2,Yes,3,7,2,Fully Furnished,South,Yes,Yes,No,Yes,No,Yes,6.83,7,3.53,4.59,5.79,18.36,22822415
Gurugram,DLF Phase 3,2335,5,5,1,Yes,12,21,14,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,5.25,2.32,4.7,0.63,4.66,12.87,23249446
Ghaziabad,Raj Nagar,664,4,4,1,Yes,2,16,0,Fully Furnished,North,No,Yes,Yes,No,No,Yes,9.17,5.97,3.68,3.32,0.38,18.39,6162073
Greater Noida,Gamma 1,3650,1,2,1,Yes,12,29,16,Semi-Furnished,West,No,Yes,Yes,No,No,Yes,1.61,7.38,4.87,8.59,9.04,5.81,28641160
Ghaziabad,Indirapuram,3214,3,3,3,Yes,17,26,19,Semi-Furnished,East,No,Yes,Yes,No,Yes,No,7.95,5.26,5.11,9.83,9.78,8.02,21660670
Ghaziabad,Kaushambi,1804,1,1,1,No,4,10,11,Semi-Furnished,West,No,Yes,No,No,No,Yes,9.84,4.7,3.94,1.47,7.57,18.69,11120031
Greater Noida,Knowledge Park,4308,1,1,1,Yes,4,7,7,Semi-Furnished,South,Yes,Yes,No,Yes,No,Yes,2.25,5.17,4.64,6.11,5.93,2.55,42849076
Faridabad,Green Fields,1168,2,1,3,Yes,23,30,16,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,4.01,5.94,3.97,3.79,3.72,18.19,8804051
Noida,Sector 78,1415,1,2,0,Yes,21,29,3,Unfurnished,East,No,Yes,No,Yes,No,No,10.25,2.42,4.95,7.73,1.59,11.01,14722034
Ghaziabad,Kaushambi,2191,1,2,3,No,1,11,15,Semi-Furnished,North,Yes,Yes,No,No,Yes,No,6.45,6.82,3.15,7.39,6.37,11.93,11984821
Noida,Sector 62,1845,4,4,0,Yes,8,27,18,Semi-Furnished,East,No,Yes,No,Yes,No,Yes,4.8,2.64,2,8.97,8.09,13.31,19622494
Greater Noida,Alpha 1,2033,5,4,2,Yes,21,29,20,Semi-Furnished,South,No,Yes,No,No,Yes,Yes,5.21,2.97,0.88,9.01,10.19,18.83,14168550
Ghaziabad,Kaushambi,1513,4,3,2,No,8,30,4,Unfurnished,East,Yes,Yes,Yes,Yes,Yes,Yes,1.1,1.36,1.75,0.89,7.62,10.89,13013990
Delhi,Janakpuri,1769,4,3,1,No,1,7,18,Semi-Furnished,South,No,Yes,Yes,No,No,No,9.27,3.53,1.59,4.93,11.48,15.19,23209063
Gurugram,Sohna Road,3521,1,1,1,No,22,25,0,Unfurnished,South,No,Yes,Yes,No,Yes,Yes,10.19,7.38,4.78,7.85,13.29,6.82,41527910
Ghaziabad,Vaishali,2078,2,1,3,Yes,17,20,16,Unfurnished,South,Yes,Yes,Yes,Yes,Yes,No,4.49,7.51,3.52,3.52,11.46,12.68,10889462
Greater Noida,Beta 2,1090,1,1,3,No,15,18,18,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,11.73,1.94,4.08,3.44,8.66,4.9,10443215
Ghaziabad,Crossings Republik,2640,4,4,2,Yes,23,25,16,Fully Furnished,East,No,Yes,No,No,No,Yes,7.29,5.41,5.26,7.47,0.68,16.99,22273979
Greater Noida,Beta 2,3165,3,3,2,Yes,18,19,16,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,2.82,7.51,0.87,8.1,14.12,12.44,27248893
Greater Noida,Beta 2,640,3,2,2,Yes,11,20,18,Unfurnished,East,Yes,Yes,No,No,No,Yes,7.76,1.87,0.25,5.06,2.02,6.22,5685507
Ghaziabad,Kaushambi,3178,1,1,0,Yes,12,19,24,Fully Furnished,East,Yes,Yes,No,Yes,No,Yes,0.92,1.48,3.1,8.98,10.07,15.01,19695637
Gurugram,DLF Phase 3,1007,4,3,0,No,12,18,21,Unfurnished,North,No,Yes,Yes,Yes,Yes,No,9.06,7.85,3.81,0.96,9.55,4.15,13643969
Delhi,Saket,2396,2,1,0,No,12,28,5,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,6.42,3.02,5.86,3.53,11.39,15.98,27386611
Noida,Sector 62,3579,3,2,3,No,18,19,19,Semi-Furnished,West,No,Yes,No,No,Yes,Yes,7.21,5.46,4.91,2.92,3.89,0.9,27575350
Gurugram,DLF Phase 3,2345,3,3,3,No,22,26,4,Fully Furnished,North,Yes,Yes,No,Yes,Yes,No,2.45,1.63,3,6.41,13.62,14.93,25333394
Gurugram,Sohna Road,2155,1,1,1,No,20,26,14,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,2.27,4.05,2.93,4.88,2.91,15.7,32260887
Greater Noida,Knowledge Park,973,2,2,2,Yes,1,14,21,Semi-Furnished,North,Yes,Yes,Yes,No,No,No,8,2.6,4.43,8.03,11.49,13.36,9706696
Delhi,Janakpuri,2802,4,3,2,No,0,23,4,Semi-Furnished,West,No,Yes,No,Yes,Yes,Yes,7.64,5,1.58,2.54,5.22,9.26,30000867
Greater Noida,Gamma 1,3525,1,2,1,No,8,24,8,Fully Furnished,South,No,Yes,Yes,Yes,No,No,5.69,2.49,4.87,9.33,0.45,1.58,20938353
Greater Noida,Pari Chowk,3515,2,2,2,Yes,14,15,8,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,1.8,2.7,0.25,2.7,7.68,8.09,34251201
Greater Noida,Alpha 1,3923,5,5,0,Yes,3,13,3,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,6.75,1.56,3.3,4.03,11.19,9.75,26462524
Faridabad,Sector 15,2484,4,4,2,Yes,10,28,10,Semi-Furnished,West,No,Yes,No,No,Yes,No,1.76,5.99,5.38,1.1,10.82,0.82,22630257
Delhi,Pitampura,2315,3,2,0,No,13,14,18,Unfurnished,East,No,Yes,No,Yes,No,No,10.4,1.48,5.07,5.5,14.53,7.87,23465075
Noida,Sector 50,2062,4,4,3,Yes,8,28,6,Semi-Furnished,West,Yes,Yes,No,No,No,Yes,7.6,2.81,0.46,5.02,5.16,10.65,18090229
Delhi,Dwarka,4241,2,1,2,Yes,7,20,8,Unfurnished,East,No,Yes,No,Yes,Yes,No,3.17,1.93,4.84,6.59,6.06,17.37,73826090
Greater Noida,Beta 2,2407,4,3,1,No,24,27,7,Semi-Furnished,South,No,Yes,No,Yes,Yes,Yes,10.9,6.67,3.72,8.68,10.02,15.94,23345393
Faridabad,Sector 15,1483,3,3,3,Yes,19,20,15,Unfurnished,North,No,Yes,Yes,No,Yes,Yes,4.4,6.87,1.54,5.26,7.07,11.15,12273801
Gurugram,Sohna Road,881,5,4,2,Yes,13,16,5,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,No,7.79,4.72,4.61,7.62,6.76,8.3,14563636
Faridabad,Sector 21,2485,1,2,3,Yes,2,23,21,Semi-Furnished,South,No,Yes,No,Yes,Yes,No,11.63,1.14,3.4,6.62,5.85,18.29,11450752
Gurugram,Sector 57,3569,4,4,1,Yes,23,25,19,Unfurnished,East,No,Yes,No,No,Yes,No,2.83,3.33,2.02,7.43,5.69,18.66,36374718
Noida,Sector 150,1573,2,2,1,No,12,14,8,Semi-Furnished,North,Yes,Yes,No,Yes,No,No,11.13,7.44,0.47,5.8,8.28,7.66,16616016
Faridabad,Sector 37,3926,2,2,3,Yes,9,18,3,Unfurnished,West,No,Yes,No,No,Yes,Yes,8.34,7.99,2.13,5.69,6.73,6.52,33807479
Ghaziabad,Indirapuram,1219,5,4,3,No,1,10,6,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,8.49,0.66,2.57,6.44,4.06,11.26,12625763
Ghaziabad,Indirapuram,1069,1,2,0,No,9,27,10,Unfurnished,East,No,Yes,No,No,Yes,No,4.47,6.38,2.72,5.67,4.92,10.1,8839906
Gurugram,Sohna Road,4148,5,4,2,No,15,28,2,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,Yes,11.71,5.33,5.58,8.98,13.08,11.4,68036883
Ghaziabad,Raj Nagar,3759,3,2,0,No,18,26,10,Semi-Furnished,East,No,Yes,Yes,No,No,No,7.15,7.01,0.32,2.89,3.63,3.99,27514674
Faridabad,NIT,1807,4,4,1,No,12,15,24,Unfurnished,West,No,Yes,Yes,No,No,Yes,6.25,1.56,5.82,6.17,10.21,8.28,13659776
Delhi,Rohini,982,2,2,0,No,25,29,15,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,5.4,3.32,2.19,3.06,7.45,1.59,14973519
Ghaziabad,Indirapuram,4377,5,5,2,No,9,24,20,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,Yes,1.09,5.33,3.66,2.12,7.24,8.83,28309636
Faridabad,Sector 21,529,4,4,1,No,6,15,21,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,9.47,2.46,2.05,4.24,7.51,16.16,5142737
Greater Noida,Beta 2,4289,3,2,1,No,0,2,7,Semi-Furnished,North,Yes,No,No,No,Yes,Yes,10.18,6.36,3.88,4.53,12.94,17.43,35674879
Noida,Sector 150,643,4,3,1,Yes,23,28,22,Semi-Furnished,North,Yes,Yes,Yes,No,No,Yes,0.63,1.18,3.56,2.17,13.27,5.14,8084584
Faridabad,Green Fields,3953,5,5,1,Yes,5,18,7,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,No,5.57,2.2,0.6,9.93,0.74,10.59,34766754
Greater Noida,Gamma 1,953,4,4,1,Yes,8,16,10,Semi-Furnished,North,No,Yes,Yes,No,No,No,1.04,4.37,0.47,2.72,1.14,7.08,8705348
Gurugram,DLF Phase 3,555,5,4,1,No,24,27,13,Fully Furnished,West,Yes,Yes,Yes,No,No,Yes,0.64,4.32,1.81,3.76,13.58,2.56,8563787
Ghaziabad,Raj Nagar,4067,5,4,1,No,20,27,3,Unfurnished,North,No,Yes,No,Yes,Yes,Yes,8.82,6.15,4.12,6.07,8.14,1.21,26019170
Noida,Sector 50,1231,5,5,1,No,22,26,18,Fully Furnished,South,Yes,Yes,No,No,No,Yes,2.87,0.88,5.05,3.53,10.65,1.38,15644101
Ghaziabad,Kaushambi,596,2,1,1,Yes,23,28,20,Unfurnished,East,Yes,Yes,No,No,No,Yes,6.44,6.51,4.72,3.59,2.85,18.19,4658157
Faridabad,Sector 37,912,5,4,3,No,4,9,16,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,No,8.3,0.26,4.32,4.46,9.04,10.27,7695106
Gurugram,Golf Course Road,4132,2,1,2,Yes,19,20,11,Unfurnished,North,No,Yes,No,No,Yes,No,8.22,2.76,0.95,3.57,11.79,11.64,43522439
Gurugram,Sector 57,1132,2,1,0,No,19,27,5,Unfurnished,South,No,Yes,Yes,Yes,No,No,6.44,5.28,4.53,6.73,0.99,12.71,17252083
Noida,Sector 50,4408,1,1,0,No,16,21,25,Fully Furnished,East,No,Yes,No,No,Yes,No,10,7.88,2.71,0.53,4.45,17.94,59364619
Ghaziabad,Crossings Republik,3855,3,2,2,Yes,5,12,12,Semi-Furnished,West,Yes,Yes,Yes,No,No,No,4.6,2.81,4.59,7.89,11.95,6.67,24804721
Greater Noida,Alpha 1,598,3,3,2,Yes,12,29,17,Semi-Furnished,South,No,Yes,No,No,Yes,Yes,2.4,7.3,1.91,1.22,11.4,18.23,6904779
Faridabad,Sector 21,3749,4,3,1,Yes,23,25,8,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,Yes,10.39,3.83,2.47,0.51,14.46,13.97,32758272
Faridabad,Sector 21,4311,5,5,2,Yes,2,11,16,Unfurnished,North,Yes,Yes,Yes,No,Yes,Yes,8.76,4.34,3.28,7.97,13.95,12.31,23440412
Ghaziabad,Raj Nagar,1417,2,2,0,No,18,26,20,Unfurnished,East,No,Yes,No,No,No,Yes,11.55,2.61,1.68,6.79,1.49,1.36,13132173
Faridabad,Sector 37,2989,4,4,3,Yes,16,30,8,Unfurnished,North,Yes,Yes,No,Yes,No,No,11.24,0.83,5.14,6.18,3.2,18.07,15085389
Faridabad,Sector 15,1498,1,1,1,No,24,25,18,Semi-Furnished,East,No,Yes,No,No,No,Yes,10.48,5.56,5.39,9.73,2.19,4.53,7424518
Delhi,Rohini,3463,1,1,2,No,21,25,5,Semi-Furnished,East,No,Yes,Yes,Yes,No,Yes,6.16,0.45,5.59,6.4,10.89,19.01,50886355
Greater Noida,Beta 2,4181,3,2,3,Yes,15,26,14,Fully Furnished,South,Yes,Yes,Yes,Yes,Yes,No,1.65,7.98,1.52,6.96,7.8,14.26,34885917
Ghaziabad,Kaushambi,531,4,3,1,Yes,10,12,21,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,6.47,3.77,3.4,5.14,14.76,1.34,4601959
Ghaziabad,Crossings Republik,3143,1,1,0,Yes,23,24,15,Fully Furnished,North,Yes,Yes,No,Yes,Yes,No,8.92,7.4,5.23,3.56,13.83,9.11,21997142
Gurugram,DLF Phase 1,694,3,2,0,No,9,10,14,Unfurnished,East,No,Yes,Yes,Yes,Yes,No,4.07,4.77,2.44,2.95,5.85,5.8,8630830
Noida,Sector 150,1974,3,2,0,Yes,18,24,18,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,5.83,6.96,4.16,5.14,11.29,19.8,23588316
Gurugram,Sector 57,3898,1,1,3,No,2,19,7,Semi-Furnished,East,No,Yes,No,No,Yes,No,1.24,3.25,2.68,9.97,1.69,4.51,33588493
Gurugram,Sohna Road,4008,5,5,0,No,21,23,25,Semi-Furnished,East,No,Yes,No,Yes,Yes,Yes,1.33,5.44,3.45,7.1,5.33,9.82,43544044
Greater Noida,Beta 2,454,2,2,2,Yes,17,27,12,Unfurnished,East,Yes,Yes,No,No,Yes,No,7.88,0.72,4.45,2.2,5.42,7.28,5324191
Ghaziabad,Vaishali,1026,5,5,3,Yes,24,28,16,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,Yes,5.4,2.14,4.21,3.03,4.49,6.15,6810789
Faridabad,Sector 37,4249,4,4,0,Yes,2,21,2,Fully Furnished,East,No,Yes,No,Yes,Yes,No,8.89,2.6,3.49,1,9.28,9.45,37527460
Gurugram,Sohna Road,3463,3,2,0,No,4,13,22,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,1.34,6.99,3.21,0.57,5.29,2.35,56312780
Faridabad,Sector 21,459,3,2,0,Yes,0,11,17,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,7.21,4.33,4.75,8.5,3.98,0.5,3645429
Ghaziabad,Indirapuram,3109,5,4,0,Yes,12,13,24,Unfurnished,South,Yes,Yes,Yes,Yes,Yes,No,3.89,6.97,0.5,2.59,0.4,4.85,20384768
Noida,Sector 62,788,3,2,2,No,7,10,11,Unfurnished,East,Yes,Yes,Yes,No,Yes,Yes,0.39,4.91,4.58,9,12.21,18.09,9621155
Delhi,Saket,4373,5,4,2,Yes,12,27,23,Unfurnished,West,Yes,Yes,Yes,No,Yes,Yes,6.34,7.93,4,8.5,3.16,12.98,79879705
Noida,Sector 150,3620,4,3,3,No,6,18,2,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,5.55,1.47,4.26,3.35,14.79,14.14,35875825
Delhi,Pitampura,4440,5,5,1,Yes,21,26,21,Unfurnished,East,Yes,Yes,Yes,No,No,No,11.05,3.14,2.69,8.05,1.51,14.94,60691293
Delhi,Janakpuri,1813,3,3,3,Yes,25,26,18,Fully Furnished,South,Yes,Yes,No,No,Yes,No,1.39,1.95,0.53,2.37,11.89,7.08,27959247
Faridabad,Sector 15,3672,3,3,3,Yes,21,25,20,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,6.17,1.56,5.59,3.82,3.99,1.55,24305334
Noida,Sector 137,735,1,2,0,No,22,29,7,Unfurnished,North,Yes,Yes,No,Yes,No,Yes,10.63,6.13,2.21,5.47,14.36,0.88,10588556
Greater Noida,Pari Chowk,559,4,4,2,No,5,13,25,Semi-Furnished,East,Yes,Yes,No,No,No,No,9.34,5.13,4.61,4.92,12.68,14.09,5033228
Gurugram,Sohna Road,3311,1,2,0,Yes,13,28,24,Unfurnished,West,Yes,Yes,No,Yes,Yes,No,7.7,4.7,5.03,1.09,4.81,2.13,54169147
Greater Noida,Gamma 1,554,4,4,1,Yes,2,26,7,Fully Furnished,West,No,Yes,Yes,Yes,No,No,3.56,7.47,5.89,7.88,8.23,13,6669819
Faridabad,NIT,1922,3,2,2,No,12,17,24,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,4.72,1.05,1.85,1.15,5.74,15.82,9902266
Gurugram,DLF Phase 3,1160,3,2,0,Yes,13,23,11,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,11.38,5.78,3.59,3.87,2.56,8.75,17443760
Delhi,Rohini,2270,1,2,0,Yes,23,24,23,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,0.81,5.24,4.77,6.77,14.36,5.59,23148623
Gurugram,Golf Course Road,3144,2,2,3,No,19,29,6,Unfurnished,West,Yes,Yes,Yes,No,Yes,Yes,3.57,7.45,5.37,8.01,9.44,8.56,53202786
Ghaziabad,Indirapuram,1978,3,3,2,Yes,14,28,17,Fully Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,4.83,3.66,3.25,5.17,11.93,5.19,16175140
Ghaziabad,Crossings Republik,2206,4,4,1,No,20,22,10,Fully Furnished,West,Yes,Yes,No,Yes,Yes,No,3.12,6.44,4.56,4.32,7.94,5.83,18614830
Faridabad,Sector 21,3326,3,3,2,No,4,12,15,Unfurnished,East,No,Yes,Yes,No,Yes,Yes,10.59,3.15,2.63,9.36,8.66,0.55,21212837
Greater Noida,Beta 2,3183,2,2,0,Yes,18,25,25,Unfurnished,South,No,Yes,No,No,Yes,No,3.82,3.57,5.54,1.62,4.41,9.4,19745846
